ExtendedEndDate,bidStatus,currencySymbol,currentBid,estimateHigh,estimateLow,imageUrl,isMixedLot,location,lotId,lotItems,lotNo,lotSequence,lotStatus,lotSuffix,originalLotID,parcelHeader,reservePrice,soldPrice,userIsWatching,userMaxBid,winningBidderPaddle,winningBidderUserName
,OPEN,USD,0,600,400,,False,1,289616,"[{'wineName': 'Bonnes Mares', 'producerName': 'R. Groffier', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'Red Burgundy', 'vintage': '1993', 'condition': 'ltl scl sdc vlbsl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(92pts BH)', 'parkerNoteEnglish': '""Wonderfully complex and still very fresh with strong aromas of ripe earth followed by big, robust, powerful flavors of considerable depth and length. This is the Hulk dressed in velvet as it\'s muscular but not rustic and delivers a great drinking experience. This is still fresh and while it is no longer primary, it should hold at this level for a long time. Note: there is a tremendous amount of bottle variation in the Groffier \'93s and not all bottles have been quite this good. Those that are not particularly good are carrying too much gas, which makes the finish rather unpleasant.""(92pts BH)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",406,406,NS,,624429,Parcel,350,0,False,0,0,***
,OPEN,USD,0,800,600,,False,1,289617,"[{'wineName': 'Chateauneuf du Pape', 'producerName': 'Domaine de la Vieille Julienne', 'producerId': 0, 'appellation': '', 'designation': 'Vieilles Vignes', 'region': 'Rhone', 'vintage': '2001', 'condition': '1x6 bottle owc 6vlbsl no top lid', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""...its dense purple color is accompanied by gorgeous aromas of blackberries, raspberries, blueberries, minerals, and kirsch. As it sits in the glass, notions of pepper and spice also emerge from this unevolved, backward Ch teauneuf. It has high levels of extract and richness as well as formidable tannin.""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",407,407,NS,,624430,Parcel,500,0,False,0,0,***
,OPEN,USD,0,800,600,,False,1,289618,"[{'wineName': 'Chateau Pichon Baron', 'producerName': None, 'producerId': 0, 'appellation': 'Pauillac', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '1995', 'condition': '1lscl 1vlbsl', 'bottleQuantity': 5, 'bottleSize': 'bottle', 'wineScore': '(90pts)', 'parkerNoteEnglish': '""...possesses an expansive mid-section, superb ripeness, medium body, and high tannin in the impressively long finish. The wine is backward, but the low acidity and high extract should come together to create an outstanding claret.""(90pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",408,408,NS,,624431,Parcel,500,0,False,0,0,***
,OPEN,USD,0,800,600,,False,1,289619,"[{'wineName': 'Les Forts de Latour', 'producerName': 'chateau de la tour', 'producerId': 0, 'appellation': 'Pauillac', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '1989', 'condition': '1nc 1nl 1ts 1vhs', 'bottleQuantity': 3, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",409,409,NS,,624432,Parcel,500,0,False,0,0,***
,OPEN,USD,0,800,600,,False,1,289620,"[{'wineName': 'Chateau Lafite Rothschild', 'producerName': None, 'producerId': 0, 'appellation': 'Pauillac', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '2001', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(94pts)', 'parkerNoteEnglish': '""The 2001 Lafite Rothschild s deep, saturated plum/purple color is accompanied by lead pencil liqueur-like notes intermixed with sweet red and black currants, plums, and cedar. This blend of 86.5% Cabernet Sauvignon and 13.5% Merlot is a classic example of Lafite. Extremely elegant, medium-bodied, with intense concentration, richness, and sweet tannin...""(94pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",410,410,NS,,624433,Parcel,500,0,False,0,0,***
,OPEN,USD,0,1100,800,,False,1,289621,"[{'wineName': 'Chateau Latour', 'producerName': None, 'producerId': 0, 'appellation': 'Pauillac', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '2002', 'condition': '1scl 1vlscl', 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""Notes of English walnuts, crushed rocks, black currants, and forest floor, dense, full-bodied, and opulent, yet classic with spectacular aromatics, marvelous purity, and a full-bodied finish...""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",411,411,NS,,624434,Parcel,700,0,False,0,0,***
,OPEN,USD,350,420,320,,False,1,289622,"[{'wineName': 'Chateau Margaux', 'producerName': None, 'producerId': 0, 'appellation': 'Margaux', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '2004', 'condition': 'vlscl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(94pts IWC)', 'parkerNoteEnglish': '""...right red-ruby. Knockout nose features boysenberry, currant, cedar, graphite and mocha. Suave, gentle and sweet, already displaying ineffable inner-mouth perfume a silky component, and the oak element adds a complementary sweetness. Complex, lush, horizontal finish saturates the mouth with flavor.""(94pts IWC)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",412,412,NS,,624435,Parcel,280,0,False,0,64809,******
,OPEN,USD,700,1200,900,,False,1,289623,"[{'wineName': 'Chateau Cheval Blanc', 'producerName': None, 'producerId': 0, 'appellation': 'St. Emilion', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '1990', 'condition': 'bsl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(98+pts)', 'parkerNoteEnglish': '""...a complex bouquet of tobacco leaf, Christmas fruitcake, sweet black fruits, bordering on fig and plum, but no hint of overripeness, and notions of new saddle leather, mint, and incense. The gorgeously expressive aromatics are followed by a full-bodied wine revealing abundant glycerin as well as elevated alcohol, but it is not hot, and nothing is out of place.""(98+pts)', 'parkerNoteLocal': '...????????,???????,?????????????????,??????????,???????????????????????????????????????????????????????,??????,????????(98+?)', 'producerIsUserFavorite': True}]",413,413,NS,,624436,Parcel,700,0,False,0,8567,gss1970
,OPEN,USD,280,480,350,,False,1,289624,"[{'wineName': 'Chateau Mouton Rothschild', 'producerName': None, 'producerId': 0, 'appellation': 'Pauillac', 'designation': None, 'region': 'Red Bordeaux', 'vintage': '1988', 'condition': 'bsl', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(94pts WS)', 'parkerNoteEnglish': '""...it has always been classic in quality. It\'s rich and fruity, with loads of currant, tobacco, smoke and new wood on the nose and palate. Full-bodied, with silky tannins and an elegant finish.""(94pts WS)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",414,414,NS,,624437,Parcel,280,0,False,0,56120,thundermountainconsulting
,OPEN,USD,0,1200,900,,False,1,289625,"[{'wineName': 'Beringer Private Reserve Cabernet Sauvignon', 'producerName': 'Beringer', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2002', 'condition': ""2x6 bottle ocb's"", 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': '(95pts)', 'parkerNoteEnglish': '""Put them all together and you have the 2002 Cabernet Sauvignon Private Reserve, a sensational 14,000-case cuvee that is one of the benchmarks for what Napa Valley is capable of achieving. Its dense purple color is followed by copious notes of smoky barbecue, creme de cassis, white chocolate, blackberries, charcoal and truffles. Full-bodied, fleshy and succulent, with sweet tannins in the finish, this 2002 has not yet hit full maturity. Give it another 2-4 years of cellaring, and drink it over the following two decades. I asked the winemaking team what the final blend was for the 2002 Private Reserve, and to the best of their recollection, the largest component was from Steinhauer Ranch (50%), followed by St. Helena Home Ranch (23%) and tiny percentages of Bancroft, Rancho del Oso, Chabot, Marston, and some Cabernet Franc from Howell Mountain.""(95pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",415,415,NS,,624438,Parcel,750,0,False,0,0,***
,OPEN,USD,550,950,700,,False,1,289626,"[{'wineName': 'Robert Foley Claret', 'producerName': 'Robert Foley', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2005', 'condition': '1x12 bottle ocb', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': '(92pts)', 'parkerNoteEnglish': '""A gorgeous nose of creme de cassis, spring flowers, and sweet black cherries emerges from the full-bodied, opulent 2005 Claret.""(92pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",416,416,NS,,624439,Parcel,550,0,False,0,15414,spanky
,OPEN,USD,0,600,450,,False,1,289627,"[{'wineName': 'Serene Pinot Noir', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Evenstad Reserve', 'region': 'Oregon', 'vintage': '2006', 'condition': '1nl 2ltl', 'bottleQuantity': 11, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",417,417,NS,,624440,Parcel,380,0,False,0,0,***
,OPEN,USD,0,450,320,,False,1,289628,"[{'wineName': 'Serene Pinot Noir', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Evenstad Reserve', 'region': 'Oregon', 'vintage': '2007', 'condition': '', 'bottleQuantity': 8, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",418,418,NS,,624441,Parcel,260,0,False,0,0,***
,OPEN,USD,0,280,200,,False,1,289629,"[{'wineName': 'Vougeot', 'producerName': 'Bertagna', 'producerId': 0, 'appellation': '', 'designation': 'Les Cras', 'region': 'Red Burgundy', 'vintage': '2005', 'condition': '', 'bottleQuantity': 4, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",419,419,NS,,624442,Parcel,180,0,False,0,0,***
,OPEN,USD,0,400,300,,False,1,289630,"[{'wineName': 'Vougeot', 'producerName': 'Bertagna', 'producerId': 0, 'appellation': '', 'designation': 'Les Petits Vougeots', 'region': 'Red Burgundy', 'vintage': '2005', 'condition': '', 'bottleQuantity': 4, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",420,420,NS,,624443,Parcel,260,0,False,0,0,***
,OPEN,USD,0,1600,1200,,False,1,289631,"[{'wineName': 'Clos Vougeot', 'producerName': 'D. Laurent', 'producerId': 0, 'appellation': '', 'designation': 'Cuvee Vieilles Vignes, Sui Generis', 'region': 'Red Burgundy', 'vintage': '2004', 'condition': '2x6 bottle ocb', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",421,421,NS,,624444,Parcel,1000,0,False,0,0,***
,OPEN,USD,0,1200,900,,False,1,289632,"[{'wineName': 'Clos Vougeot', 'producerName': 'D. Laurent', 'producerId': 0, 'appellation': '', 'designation': 'Cuvee Vieilles Vignes, Sui Generis', 'region': 'Red Burgundy', 'vintage': '2005', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",422,422,NS,,624445,Parcel,800,0,False,0,0,***
,OPEN,USD,0,320,240,,False,1,289633,"[{'wineName': 'Vougeot Blanc', 'producerName': 'Bertagna', 'producerId': 0, 'appellation': '', 'designation': 'Les Cras', 'region': 'White Burgundy', 'vintage': '2005', 'condition': '', 'bottleQuantity': 4, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",423,423,NS,,624446,Parcel,200,0,False,0,0,***
,OPEN,USD,0,400,300,,False,1,289634,"[{'wineName': 'Chablis', 'producerName': 'C. Moreau', 'producerId': 0, 'appellation': '', 'designation': 'Valmur', 'region': 'White Burgundy', 'vintage': '2004', 'condition': '1x6 bottle ocb', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",424,424,NS,,624447,Parcel,260,0,False,0,0,***
,OPEN,USD,0,1000,750,,False,1,289635,"[{'wineName': 'Puligny Montrachet', 'producerName': 'J. Drouhin', 'producerId': 0, 'appellation': '', 'designation': 'Clos de la Garenne', 'region': 'White Burgundy', 'vintage': '2005', 'condition': '1x12 bottle ocb', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",425,425,NS,,624448,Parcel,650,0,False,0,0,***
,OPEN,USD,0,600,450,,False,1,289636,"[{'wineName': 'Corton Charlemagne', 'producerName': 'J.C. Belland', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'White Burgundy', 'vintage': '2005', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",426,426,NS,,624449,Parcel,400,0,False,0,0,***
,OPEN,USD,0,700,500,,False,1,289637,"[{'wineName': 'Chassagne Montrachet', 'producerName': 'J.N. Gagnard', 'producerId': 0, 'appellation': '', 'designation': 'Les Caillerets', 'region': 'White Burgundy', 'vintage': '2004', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",427,427,NS,,624450,Parcel,450,0,False,0,0,***
,OPEN,USD,0,1200,900,,False,1,289638,"[{'wineName': 'Chassagne Montrachet', 'producerName': 'J.N. Gagnard', 'producerId': 0, 'appellation': '', 'designation': 'Les Caillerets', 'region': 'White Burgundy', 'vintage': '2005', 'condition': '1x12 bottle ocb', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",428,428,NS,,624451,Parcel,800,0,False,0,0,***
,OPEN,USD,0,600,450,,False,1,289639,"[{'wineName': 'Chassagne Montrachet', 'producerName': 'J.N. Gagnard', 'producerId': 0, 'appellation': '', 'designation': 'Les Morgeots', 'region': 'White Burgundy', 'vintage': '2004', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",429,429,NS,,624452,Parcel,400,0,False,0,0,***
,OPEN,USD,650,1000,750,,False,1,289640,"[{'wineName': 'Chassagne Montrachet', 'producerName': 'J.N. Gagnard', 'producerId': 0, 'appellation': '', 'designation': 'Les Morgeots', 'region': 'White Burgundy', 'vintage': '2005', 'condition': '1x12 bottle ocb', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",430,430,NS,,624453,Parcel,650,0,False,0,6341,KingSlacker9
,OPEN,USD,450,700,500,,False,1,289641,"[{'wineName': 'Chassagne Montrachet', 'producerName': 'M. Niellon', 'producerId': 0, 'appellation': '', 'designation': 'Les Champs Gains', 'region': 'White Burgundy', 'vintage': '2004', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': '(92pts BH)', 'parkerNoteEnglish': '""A more reserved if not reticent nose of ripe orchard fruit, particularly white peach, pear and green apple, complements full, rich and impressively well-focused medium full flavors that possess good dry extract levels and a gorgeously intense and palate staining citrus-infused finish.""(92pts BH)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",431,431,NS,,624454,Parcel,450,0,False,0,57843,s***5490
,OPEN,USD,0,600,480,,False,1,289642,"[{'wineName': 'Terra di Lavoro', 'producerName': 'Galardi', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'Italy', 'vintage': '2001', 'condition': '', 'bottleQuantity': 2, 'bottleSize': 'magnum', 'wineScore': '(99pts)', 'parkerNoteEnglish': '""In the meantime, it gives back every nuance of aroma and flavor of the slopes on which it is grown, the blackberry/raspberry fruit, truffles, tar, underbrush, and warm volcanic soil in a packed but super-elegant format, rich, powerful, mouth-filling and palate-satisfying, concentrated, velvety, and flawless.""(99pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",432,432,NS,,624455,Parcel,420,0,False,0,0,***
,OPEN,USD,0,1600,1200,,False,1,289643,"[{'wineName': 'Jacquelynne Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2002', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",433,433,NS,,624456,Parcel,1000,0,False,0,0,***
,OPEN,USD,0,800,600,,False,1,289644,"[{'wineName': 'Modicum Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2005', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",434,434,NS,,624457,Parcel,500,0,False,0,0,***
,OPEN,USD,0,800,600,,False,1,289645,"[{'wineName': 'Neiman Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2001', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",435,435,NS,,624458,Parcel,500,0,False,0,0,***
,OPEN,USD,0,800,600,,False,1,289646,"[{'wineName': 'Neiman Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2002', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",436,436,NS,,624459,Parcel,500,0,False,0,0,***
,OPEN,USD,0,1000,700,,False,1,289647,"[{'wineName': 'Pahlmeyer Red', 'producerName': 'Pahlmeyer', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Cabernets & Meritage', 'vintage': '2001', 'condition': '1x6 bottle ocb', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': '(93pts)', 'parkerNoteEnglish': '""More primary and backward, the 2001 Cabernet Sauvignon needs 4-6 more years of cellaring, but is capable of lasting three decades or more. Composed of 80% Cabernet Sauvignon, 14% Merlot and the rest Cabernet Franc, Petit Verdot and a dollop of Malbec, it exhibits a dense, thick, black/purple color as well as emerging aromas of cedar, black currants, ink, graphite, charcoal and forest floor. This full-bodied, packed and stacked Cabernet offers a sexy, open-knit opulence on the attack followed by noticeable tannins. However, the latter component is clearly balanced by the wine\'s stunning concentration, texture and overall depth. As stated above, forget this beauty for another 4-6 years and drink it over the following 25-30+.""(93pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",437,437,NS,,624460,Parcel,600,0,False,0,0,***
,OPEN,USD,500,800,600,,False,1,289648,"[{'wineName': 'Ramey Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Jericho Canyon Vineyard', 'region': 'California Cabernets & Meritage', 'vintage': '2002', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': '(96pts)', 'parkerNoteEnglish': '""The top wine, the Jericho Canyon Proprietary Red, emerges from a vineyard northeast of Calistoga. Revealing exceptional intensity, along with a flamboyant, open-knit personality, the 2002 Jericho Canyon Proprietary Red (two-thirds Cabernet Sauvignon and one-third Merlot, and a tiny dollop of Cabernet Franc) exhibits a deep purple color along with sweet fruit, and juicy, smoky bacon fat notes intermixed with creosote, creme de cassis, scorched earth, and toasty oak. This voluptuously-textured 2002 can be drunk now or cellared for 15+ years.""(96pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",438,438,NS,,624461,Parcel,500,0,False,0,16598,harper
,OPEN,USD,0,240,180,,False,1,289649,"[{'wineName': 'Veraison Cabernet Sauvignon', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Synchrony', 'region': 'California Cabernets & Meritage', 'vintage': '2002', 'condition': '', 'bottleQuantity': 6, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",439,439,NS,,624462,Parcel,160,0,False,0,0,***
,OPEN,USD,0,400,300,,False,1,289650,"[{'wineName': 'JC Cellars Syrah', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'California Red', 'vintage': '2002', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",440,440,NS,,624463,Parcel,260,0,False,0,0,***
,OPEN,USD,0,700,480,,False,1,289651,"[{'wineName': 'Livingston Moffett Red', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Gemstone Vineyard', 'region': 'California Red', 'vintage': '2001', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",441,441,NS,,624464,Parcel,420,0,False,0,0,***
,OPEN,USD,0,480,350,,False,1,289652,"[{'wineName': 'Veraison Syrah', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Black Bart', 'region': 'California Red', 'vintage': '2002', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",442,442,NS,,624465,Parcel,300,0,False,0,0,***
,OPEN,USD,0,700,500,,False,1,289653,"[{'wineName': 'Ramey Chardonnay', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Hudson Vineyard', 'region': 'California White', 'vintage': '2002', 'condition': '', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': '(91pts)', 'parkerNoteEnglish': '""Reveals beautiful fruit, an alluring minerality, crisp lemon oil, orange blossom, and honeysuckle characteristics, full body, and plenty of concentration.""(91pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",443,443,NS,,624466,Parcel,450,0,False,0,0,***
,OPEN,USD,0,500,350,,False,1,289654,"[{'wineName': 'Archery Summit Pinot Noir', 'producerName': None, 'producerId': 0, 'appellation': '', 'designation': 'Premiere Cuvee', 'region': 'Oregon', 'vintage': '2002', 'condition': '2x6 bottle ocb', 'bottleQuantity': 12, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",444,444,NS,,624467,Parcel,300,0,False,0,0,***
,OPEN,USD,0,700,500,,False,1,289655,"[{'wineName': 'Clos de la Roche', 'producerName': 'Ponsot', 'producerId': 0, 'appellation': '', 'designation': 'Vieilles Vignes', 'region': 'Red Burgundy', 'vintage': '2006', 'condition': '', 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': '(97pts)', 'parkerNoteEnglish': '""Sweetly ripe black fruits in the nose of the Ponsot 2006 Clos de La Roche Cuvee Vieilles Vignes prepare the way for a more succulently, generously sweet fruit, plush texture, and generally sunny disposition than that presented by the corresponding Clos St.-Denis. Ripe cherry and red currant flood the creamy, silken palate with sweetness, while some of the same notes of citrus oil, floral perfume (here iris), and peat as exhibited in the Clos St.-Denis swirl about, too. Saline, chalky suggestions help offer contrast and a sounding board to the fruit, and this finishes with exhilarating lift, riveting interplay, and phenomenal length. In an extreme instance of a phenomenon shared by many of the best 2006s, I find this irresistible now; find it hard to imagine its having ornery or sulking phases; yet expect it will be worth following for 20 years.""(97pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",445,445,NS,,624468,Parcel,450,0,False,0,0,***
,OPEN,USD,350,600,400,,False,1,289656,"[{'wineName': 'Clos Vougeot', 'producerName': 'Hudelot-Noellat', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'Red Burgundy', 'vintage': '1999', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'magnum', 'wineScore': '(90pts BH)', 'parkerNoteEnglish': '""Quite ripe, even borderline jammy fruit with rounded, rich, nicely complex flavors and solid length. There is sufficient extract that this doesn\'t seem particularly tannic but underneath the baby fat is good structure and this should require 7 to 10 years to be at its best though it\'s quite seductive now. Really quite lovely.""(90pts BH)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",446,446,NS,,624469,Parcel,350,0,False,0,56120,thundermountainconsulting
,OPEN,USD,550,800,600,,False,1,289657,"[{'wineName': 'Corton', 'producerName': 'Domaine Leroy', 'producerId': 0, 'appellation': '', 'designation': 'Renardes', 'region': 'Red Burgundy', 'vintage': '1992', 'condition': 'lbsl spc', 'bottleQuantity': 1, 'bottleSize': 'bottle', 'wineScore': '(90pts)', 'parkerNoteEnglish': '""The ruby-colored 1992 Corton-Renardes is beginning to reveal traces of amber in its robe. Medium-bodied and at its peak of maturity, it possesses a red/black cherry and stone-flavored character. Its core of fruit is showing signs of evolution, yet its structure remains rugged. Anticipated maturity: now-2003.""(90pts)', 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",447,447,NS,,624470,Parcel,500,0,False,0,52176,***
,OPEN,USD,500,800,600,,False,1,289658,"[{'wineName': 'Gevrey Chambertin', 'producerName': 'Trapet, Pere et Fils', 'producerId': 0, 'appellation': '', 'designation': 'Clos Prieur', 'region': 'Red Burgundy', 'vintage': '1959', 'condition': ""2x1 bottle owc's late release outstanding color and condition"", 'bottleQuantity': 2, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",448,448,NS,,624471,Parcel,500,0,False,0,62375,Stags66666
,OPEN,USD,0,700,500,,False,1,289659,"[{'wineName': 'Griottes Chambertin', 'producerName': 'R. LeClerc', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'Red Burgundy', 'vintage': '2005', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'jeroboam', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",449,449,NS,,624472,Parcel,450,0,False,0,0,***
,OPEN,USD,1000,1600,1200,,False,1,289660,"[{'wineName': 'Ruchottes Chambertin', 'producerName': 'Mugneret-Gibourg', 'producerId': 0, 'appellation': '', 'designation': None, 'region': 'Red Burgundy', 'vintage': '2003', 'condition': '', 'bottleQuantity': 3, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",450,450,NS,,624473,Parcel,1000,0,False,0,5995,whocares
,OPEN,USD,160,240,180,,False,1,289661,"[{'wineName': 'Vosne Romanee', 'producerName': 'T. Moillard', 'producerId': 0, 'appellation': '', 'designation': 'Les Malconsorts', 'region': 'Red Burgundy', 'vintage': '1990', 'condition': '', 'bottleQuantity': 3, 'bottleSize': 'bottle', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",451,451,NS,,624474,Parcel,160,0,False,0,56120,thundermountainconsulting
,OPEN,USD,260,400,300,,False,1,289662,"[{'wineName': 'Vosne Romanee', 'producerName': 'Hudelot-Noellat', 'producerId': 0, 'appellation': '', 'designation': 'Les Beaux Monts', 'region': 'Red Burgundy', 'vintage': '1999', 'condition': '', 'bottleQuantity': 1, 'bottleSize': 'magnum', 'wineScore': None, 'parkerNoteEnglish': None, 'parkerNoteLocal': None, 'producerIsUserFavorite': True}]",452,452,NS,,624475,Parcel,260,0,False,0,5804,***edrok
